town_geocode,town,maine_gis_name,cousub_geocode,cousub_name,cousub_basename,county_fips,county_name,sos_county,geotype,geotype_short,class,perc_cousub,town_ct,rank,gnis_id,gnis_name,tribal_name,voting_name,historical_names,islands,gnis_variants
19827,T5 R7 WELS,T5 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987315,T05 R07 WELS,,,[],[],"[T5 R7 WELS,T05 R07 WELS]"
19819,T2 R9 NWP,T2 R9 NWP,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987308,T02 R09 NWP,,,[],[],"[T2 R9 NWP,T02 R09 NWP]"
19803,Herseytown Twp,Herseytown Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987296,Township of Herseytown,,,[],[],"[Herseytown Township,Hersey Town Township,Township of Herseytown,T2 R6 WELS]"
19825,T4 R8 WELS,T4 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987314,T04 R08 WELS,,,[],[],"[T04 R08 WELS,T4 R8 WELS]"
19817,T2 R8 NWP,T2 R8 NWP,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987306,T02 R08 NWP,,,[],[],"[T02 R08 NWP,T2 R8 NWP]"
19540,Prentiss Twp T7 R3 NBPP,Prentiss Twp T7 R3 NBPP,2301960790,Prentiss UT,Prentiss,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987320,T07 R03 NBPP,,,[PRENTISS],[],"[Prentice Plantation,Prentiss Township T7 R3 NBPP,Prentice Township,T07 R03 NBPP,T7 R3 NBPP]"
19820,T3 R1 NBPP,T3 R1 NBPP,2301978015,Twombly Ridge UT,Twombly Ridge,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987309,T03 R01 NBPP,,,[],[],"[T3 R1 NBPP,T03 R01 NBPP]"
19826,Pukakon Twp,Pukakon Twp,2301985230,Whitney UT,Whitney,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987301,Township of Pukakon,,,[],[],"[Pukakon Township,Whitney,Township of Pukakon,T5 R1 NBPP]"
21040,Blanchard Twp,Blanchard Twp,2302105560,Blanchard UT,Blanchard,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,582356,Blanchard Township,,,[BLANCHARD],[],"[Township of Blanchard,Blanchard Township,Unorganized Territory of Blanchard]"
21886,T10 R10 WELS,T10 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987375,T10 R10 WELS,,,[],[],[T10 R10 WELS]
21859,T6 R10 WELS,T6 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748540,T6 R10 WELS,,,[],[],[T6 R10 WELS]
21812,Katahdin Iron Works Twp,Katahdin Iron Works Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987339,Township of Katahdin Iron Works,,,[],[],"[Katahdin Iron Works,T6 R9 NWP,Township of Katahdin Iron Works,Katahdin Iron Works Township]"
21827,Williamsburg Twp,Williamsburg Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987388,Township of Williamsburg,,,[WILLIAMSBURG],[],"[Williamsburg Township,T6 R8 NWP,Township of Williamsburg,Williamsburg]"
21809,Frenchtown Twp,Frenchtown Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987336,Township of Frenchtown,,,[],[],"[TA R13 WELS,Frenchtown Township,Township of Frenchtown]"
21847,T4 R10 WELS,T4 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748663,T4 R10 WELS,,,[],[],[T4 R10 WELS]
21846,T4 R9 WELS,T4 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748664,T4 R9 WELS,,,[],[],[T4 R9 WELS]
21873,T8 R9 WELS,T8 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987362,T08 R09 WELS,,,[],[],"[T8 R9 WELS,T08 R09 WELS]"
21833,T1 R9 WELS,T1 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748714,T1 R9 WELS,,,[],[],[T1 R9 WELS]
21885,T10 R9 WELS,T10 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987374,T10 R09 WELS,,,[],[],"[T10 R09 WELS,T10 R9 WELS]"
21879,T9 R10 WELS,T9 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987368,T09 R10 WELS,,,[],[],"[T9 R10 WELS,T09 R10 WELS]"
21823,Shawtown Twp,Shawtown Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987349,Township of Shawtown,,,[],[],"[TA R12 WELS,Shawtown Township,Shawtown,Township of Shawtown]"
21830,TB R10 WELS,TB R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987383,TB R10 WELS,,,[],[],[TB R10 WELS]
21814,T1 R13 WELS,T1 R13 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.5713,2,1,2748713,T1 R13 WELS,,,[],[],[T1 R13 WELS]
21848,T4 R11 WELS,T4 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.714187,2,1,2748661,T4 R11 WELS,,,[],[],[T4 R11 WELS]
21875,T8 R11 WELS,T8 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.79888,2,1,1987364,T08 R11 WELS,,,[],[],"[T08 R11 WELS,T8 R11 WELS]"
21865,T7 R9 NWP,T7 R9 NWP,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748761,T7 R9 NWP,,,[],[],"[T7 R9 WELS,T7 R9 NWP]"
21030,Barnard Twp,Barnard Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1878687,Plantation of Barnard,,,[BARNARD],[],"[Plantation of Barnard,Barnard Township]"
21834,T1 R10 WELS,T1 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748715,T1 R10 WELS,,,[],[],[T1 R10 WELS]
21826,Trout Brook Twp,Trout Brook Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987387,Township of Trout Brook,,,[],[],"[Trout Brook Township,T6 R9 WELS,Township of Trout Brook]"
21842,T3 R11 WELS,T3 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.953784,2,1,2748666,T3 R11 WELS,,,[],[],"[T3 R11 WELS,Ripogenus Dam]"
21803,Bowdoin College Grant West Twp,Bowdoin College Grant West Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987330,Bowdoin College Grant West,,,[],[],"[Bowdoin College Grant West,T8 R10 NWP,Bowdoin College Grant West Township]"
21829,TA R11 WELS,TA R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987382,TA R11 WELS,,,[],[],[TA R11 WELS]
21819,Nesourdnahunk Twp,Nesourdnahunk Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987345,Township of Nesourdnahunk,,,[],[],"[Township of Nesourdnahunk,Nesourdnahunk Township,T5 R10 WELS,Nesourdnahunk]"
21841,T3 R10 WELS,T3 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748705,T3 R10 WELS,,,[],[],[T3 R10 WELS]
21802,Bowdoin College Grant East Twp,Bowdoin College Grant East Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987329,Bowdoin College Grant East,,,[],[],"[Bowdoin College Grant East Township,T7 R10 NWP,Bowdoin College Grant East]"
21888,T10 R12 WELS,T10 R12 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.836449,2,1,1987377,T10 R12 WELS,,,[],[],[T10 R12 WELS]
21837,T2 R9 WELS,T2 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748686,T2 R9 WELS,,,[],[],[T2 R9 WELS]
21836,T1 R12 WELS,T1 R12 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748712,T1 R12 WELS,,,[],[],"[T1 R12 WELS,Bear Pond]"
21867,T7 R10 WELS,T7 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987356,T07 R10 WELS,,,[],[],"[T07 R10 WELS,T7 R10 WELS]"
21878,T9 R9 WELS,T9 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987367,T09 R09 WELS,,,[],[],"[T9 R9 WELS,T09 R09 WELS]"
21880,T9 R11 WELS,T9 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.859923,2,1,1987369,T09 R11 WELS,,,[],[],"[T09 R11 WELS,T9 R11 WELS]"
21839,T2 R12 WELS,T2 R12 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.665713,2,1,2748694,T2 R12 WELS,,,[],[],[T2 R12 WELS]
21874,T8 R10 WELS,T8 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987363,T08 R10 WELS,,,[],[],"[T8 R10 WELS,T08 R10 WELS]"
21835,T1 R11 WELS,T1 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748716,T1 R11 WELS,,,[],[],[T1 R11 WELS]
21818,Mount Katahdin Twp,Mount Katahdin Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987344,Township of Mount Katahdin,,,[],[],"[Mount Katahdin,Mount Katahdin Township,Township of Mount Katahdin,T3 R9 WELS]"
21887,T10 R11 WELS,T10 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987376,T10 R11 WELS,,,[],[],[T10 R11 WELS]
21838,T2 R10 WELS,T2 R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748691,T2 R10 WELS,,,[],[],[T2 R10 WELS]
21828,TA R10 WELS,TA R10 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987381,TA R10 WELS,,,[],[],[TA R10 WELS]
21853,Ebeemee Twp,Ebeemee Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748760,Ebeemee Township,,,[],[],"[T5 R9 NWP,T5 R9 WELS,Ebeemee Township]"
21822,Rainbow Twp,Rainbow Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987348,Township of Rainbow,,,[],[],"[Rainbow Township,T2 R11 WELS,Rainbow,Township of Rainbow]"
21831,TB R11 WELS,TB R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987384,TB R11 WELS,,,[],[],[TB R11 WELS]
21868,T7 R11 WELS,T7 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.874923,2,1,1987357,T07 R11 WELS,,,[],[],"[T07 R11 WELS,T7 R11 WELS]"
21855,T5 R11 WELS,T5 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.806611,2,1,2748596,T5 R11 WELS,,,[],[],[T5 R11 WELS]
21845,T4 R9 NWP,T4 R9 NWP,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748757,T4 R9 NWP,,,[],[],[T4 R9 NWP]
21080,Elliottsville Twp,Elliottsville Twp,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1878688,Plantation of Elliottsville,,,[ELLIOTTSVILLE],[],"[Township of Elliotsville,Elliottsville Township,Plantation of Elliottsville]"
21860,T6 R11 WELS,T6 R11 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.859993,2,1,2748541,T6 R11 WELS,,,[],[],[T6 R11 WELS]
21866,T7 R9 WELS,T7 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987355,T07 R09 WELS,,,[],[],"[T7 R9 WELS,T07 R09 WELS]"
21854,T5 R9 WELS,T5 R9 WELS,2302151105,Northeast Piscataquis UT,Northeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748597,T5 R9 WELS,,,[],[],[T5 R9 WELS]
21889,T10 R13 WELS,T10 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.919484,2,1,1987378,T10 R13 WELS,,,[],[],[T10 R13 WELS]
21824,Soper Mountain Twp,Soper Mountain Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987350,Township of Soper Mountain,,,[],[],"[Township of Soper Mountain,T8 R12 WELS,Soper Mountain,Soper Mountain Township]"
21816,Moosehead Junction Twp,Moosehead Junction Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987343,Township of Moosehead Junction,,,[],[],"[Little Squaw,Township of Moosehead Junction,Moosehead Junction Township,T3 R5 BKP EKR]"
21890,T10 R14 WELS,T10 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987379,T10 R14 WELS,,,[],[],[T10 R14 WELS]
21852,T4 R15 WELS,T4 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748658,T4 R15 WELS,,,[],[],[T4 R15 WELS]
21876,T8 R14 WELS,T8 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987365,T08 R14 WELS,,,[],[],"[T08 R14 WELS,T8 R14 WELS]"
21881,T9 R12 WELS,T9 R12 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.98153,2,1,1987370,T09 R12 WELS,,,[],[],"[T09 R12 WELS,T9 R12 WELS]"
21883,T9 R14 WELS,T9 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987372,T09 R14 WELS,,,[],[],"[T09 R14 WELS,T9 R14 WELS]"
21857,T5 R14 WELS,T5 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748657,T5 R14 WELS,,,[],[],[T5 R14 WELS]
21870,T7 R13 WELS,T7 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987359,T07 R13 WELS,,,[],[],"[T07 R13 WELS,T7 R13 WELS]"
21820,Northeast Carry Twp,Northeast Carry Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987346,Township of Northeast Carry,,,[],[],"[Burbank-T3 R15 WELS,North East Carry,T3 R15 WELS,Northeast Carry Township,Township of Northeast Carry]"
21851,T4 R14 WELS,T4 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748659,T4 R14 WELS,,,[],[],[T4 R14 WELS]
21807,Eagle Lake Twp,Eagle Lake Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987334,Township of Eagle Lake,,,[],[],"[Eagle Lake Township,Eagle Lake,T8 R13 WELS,Township of Eagle Lake]"
21843,T3 R12 WELS,T3 R12 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.946382,2,1,2748709,T3 R12 WELS,,,[],[],[T3 R12 WELS]
21844,T3 R13 WELS,T3 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748665,T3 R13 WELS,,,[],[],[T3 R13 WELS]
21815,Lily Bay Twp,Lily Bay Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.724297,2,1,1987341,Township of Lily Bay,,,[],[],"[TA R14 WELS,Lily Bay Township,Township of Lily Bay,Lily Bay]"
21862,T6 R13 WELS,T6 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748576,T6 R13 WELS,,,[],[],[T6 R13 WELS]
21804,Chesuncook Twp,Chesuncook Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987331,Township of Chesuncook,,,[CHESUNCOOK],[],"[Township of Chesuncook,Chesuncook Township,T5 R13 WELS]"
21869,T7 R12 WELS,T7 R12 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987358,T07 R12 WELS,,,[],[],"[T07 R12 WELS,T7 R12 WELS]"
21825,Spencer Bay Twp,Spencer Bay Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987351,Township of Spencer Bay,,,[],[],"[Township of Spencer Bay,Spencer Bay,Spencer Bay Township,T1 R14 WELS]"
21811,Harfords Point Twp,Harfords Point Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987337,Township of Harfords Point,,,[],[],"[Harfords Point Township,Township of Harfords Point,Harfords Point]"
21813,Kineo Twp,Kineo Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987340,Township of Kineo,,,[],[],"[Township of Kineo,Kineo,Kineo Township]"
21806,Days Academy Grant Twp,Days Academy Grant Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987333,Days Academy Grant,,,[],[],"[Days Academy Grant Township,Days Academy Grant]"
21871,T7 R14 WELS,T7 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987360,T07 R14 WELS,,,[],[],"[T07 R14 WELS,T7 R14 WELS]"
21850,T4 R13 WELS,T4 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748662,T4 R13 WELS,,,[],[],[T4 R13 WELS]
21877,T8 R15 WELS,T8 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987366,T08 R15 WELS,,,[],[],"[T8 R15 WELS,T08 R15 WELS]"
21891,T10 R15 WELS,T10 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987380,T10 R15 WELS,,,[],[],[T10 R15 WELS]
21856,T5 R12 WELS,T5 R12 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748656,T5 R12 WELS,,,[],[],[T5 R12 WELS]
21808,East Middlesex Canal Grant Twp,East Middlesex Canal Grant Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987335,East Middlesex Canal Grant,,,[],[],"[East Middlesex Canal Grant Township,East Middlesex Canal Grant]"
21864,T6 R15 WELS,T6 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748542,T6 R15 WELS,,,[],[],[T6 R15 WELS]
21849,T4 R12 WELS,T4 R12 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748660,T4 R12 WELS,,,[],[],[T4 R12 WELS]
21863,T6 R14 WELS,T6 R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748557,T6 R14 WELS,,,[],[],[T6 R14 WELS]
21817,Lobster Twp,Lobster Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987342,Township of Lobster,,,[],[],"[Lobster,Township of Lobster,T3 R14 WELS,Lobster Township]"
21801,Big Moose Twp,Big Moose Twp,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987328,Township of Big Moose,,,[],[],"[Big Moose Township,Big Squaw,T2 R6 BKP EKR,Township of Big Moose]"
21858,T5 R15 WELS,T5 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748616,T5 R15 WELS,,,[],[],[T5 R15 WELS]
21882,T9 R13 WELS,T9 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987371,T09 R13 WELS,,,[],[],"[T09 R13 WELS,T9 R13 WELS]"
21861,T6 R12 WELS,T6 R12 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,2748556,T6 R12 WELS,,,[],[],[T6 R12 WELS]
21872,T7 R15 WELS,T7 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987361,T07 R15 WELS,,,[],[],"[T07 R15 WELS,T7 R15 WELS]"
21884,T9 R15 WELS,T9 R15 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987373,T09 R15 WELS,,,[],[],"[T09 R15 WELS,T9 R15 WELS]"
21832,TX R14 WELS,TX R14 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987385,TX R14 WELS,,,[],[],[TX R14 WELS]
21840,T2 R13 WELS,T2 R13 WELS,2302153628,Northwest Piscataquis UT,Northwest Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,0.968442,2,1,2748699,T2 R13 WELS,,,[],[],[T2 R13 WELS]
21821,Orneville Twp,Orneville Twp,2302170655,Southeast Piscataquis UT,Southeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,1987347,Township of Orneville,,,[ORNEVILLE],[],"[Orneville,Orneville Township,Township of Orneville]"
21020,Atkinson Twp,Atkinson Twp,2302170655,Southeast Piscataquis UT,Southeast Piscataquis,021,Piscataquis,PIS,Unorganized Township,U,Z3,1.0,1,1,582332,Township of Atkinson,,,[ATKINSON],[],"[Town of Atkinson,Atkinson Township,Township of Atkinson]"
23801,Perkins Twp Swan Island,Perkins Twp Swan Island,2302358070,Perkins UT,Perkins,023,Sagadahoc,SAG,Unorganized Township,U,Z3,1.0,1,1,1987386,Township of Perkins Swan Island,,,[PERKINS],[],"[Perkins Township Swan Island,Perkins Township,Perkins,Township of Perkins Swan Island]"
25818,Concord Twp,Concord Twp,2302511820,Central Somerset UT,Central Somerset,025,Somerset,SOM,Unorganized Township,U,Z3,1.0,1,1,1987408,Township of Concord,,,[CONCORD],[],"[Concord Township,Township of Concord,Concord]"
25831,Lexington Twp,Lexington Twp,2302511820,Central Somerset UT,Central Somerset,025,Somerset,SOM,Unorganized Township,U,Z3,1.0,1,1,1987421,Township of Lexington,,,[LEXINGTON],[],"[Township of Lexington,T2 R1 BKP WKR,Lexington,Lexington Township]"
25845,Rockwood Strip T2 R1 NBKP,Rockwood Strip T2 R1 NBKP,2302551114,Northeast Somerset UT,Northeast Somerset,025,Somerset,SOM,Unorganized Township,U,Z3,1.0,1,1,2748742,Rockwood Strip T2 R1 NBKP,,,[],[],"[Rockwood Strip T2 R1 NBKP,Rockwood Strip T2 R1,T2 R1 NBKP]"
